Price_area,Date,Hour,Price_NOK_MWh,Price_NOK_kWh
NO3,2019-11-11,1,414.2261904761905,0.41422619047619047
NO4,2019-11-11,1,414.2261904761905,0.41422619047619047
NO5,2019-11-11,1,433.63095238095235,0.43363095238095234
NO1,2019-11-18,1,413.15476190476187,0.41315476190476186
NO2,2019-11-18,1,413.15476190476187,0.41315476190476186
NO3,2019-11-18,1,405.59523809523813,0.4055952380952381
NO4,2019-11-18,1,403.8690476190476,0.40386904761904757
NO5,2019-11-18,1,415.29761904761904,0.415297619047619
NO1,2019-11-25,1,425.5952380952381,0.4255952380952381
NO2,2019-11-25,1,425.5952380952381,0.4255952380952381
NO3,2019-11-25,1,412.79761904761904,0.412797619047619
NO4,2019-11-25,1,409.4047619047619,0.40940476190476194
NO5,2019-11-25,1,427.7976190476191,0.4277976190476191
NO1,2019-12-02,1,413.9285714285715,0.4139285714285715
NO2,2019-12-02,1,409.4047619047619,0.40940476190476194
NO3,2019-12-02,1,375.7738095238096,0.37577380952380957
NO4,2019-12-02,1,374.70238095238096,0.37470238095238095
NO5,2019-12-02,1,415.0,0.415
NO1,2019-12-09,1,387.4404761904762,0.3874404761904762
NO2,2019-12-09,1,387.14285714285717,0.3871428571428572
NO3,2019-12-09,1,362.9166666666667,0.36291666666666667
NO4,2019-12-09,1,362.9166666666667,0.36291666666666667
NO5,2019-12-09,1,387.49999999999994,0.38749999999999996
NO1,2019-12-16,1,377.9761904761905,0.37797619047619047
NO2,2019-12-16,1,377.9761904761905,0.37797619047619047
NO3,2019-12-16,1,369.5238095238095,0.36952380952380953
NO4,2019-12-16,1,369.3452380952381,0.36934523809523806
NO5,2019-12-16,1,377.9761904761905,0.37797619047619047
NO1,2019-12-23,1,356.7261904761905,0.3567261904761905
NO2,2019-12-23,1,356.7261904761905,0.3567261904761905
NO3,2019-12-23,1,344.3452380952381,0.3443452380952381
NO4,2019-12-23,1,343.6904761904762,0.3436904761904762
NO5,2019-12-23,1,356.7261904761905,0.3567261904761905
NO1,2019-12-30,1,305.7142857142857,0.3057142857142857
NO2,2019-12-30,1,305.7142857142857,0.3057142857142857
NO3,2019-12-30,1,259.4047619047619,0.2594047619047619
NO4,2019-12-30,1,258.0952380952381,0.2580952380952381
NO5,2019-12-30,1,305.7142857142857,0.3057142857142857
NO1,2020-01-06,1,270.7738095238095,0.2707738095238095
NO2,2020-01-06,1,270.7738095238095,0.2707738095238095
NO3,2020-01-06,1,257.79761904761904,0.25779761904761905
NO4,2020-01-06,1,257.61904761904765,0.25761904761904764
NO5,2020-01-06,1,270.6547619047619,0.2706547619047619
NO1,2020-01-13,1,242.02380952380955,0.24202380952380956
NO2,2020-01-13,1,242.02380952380955,0.24202380952380956
NO3,2020-01-13,1,235.83333333333331,0.2358333333333333
NO4,2020-01-13,1,235.83333333333331,0.2358333333333333
NO5,2020-01-13,1,242.02380952380955,0.24202380952380956
NO1,2020-01-20,1,208.6904761904762,0.2086904761904762
NO2,2020-01-20,1,208.6904761904762,0.2086904761904762
NO3,2020-01-20,1,203.75,0.20375
NO4,2020-01-20,1,203.75,0.20375
NO5,2020-01-20,1,208.6904761904762,0.2086904761904762
NO1,2020-01-27,1,195.5952380952381,0.1955952380952381
NO2,2020-01-27,1,195.5952380952381,0.1955952380952381
NO3,2020-01-27,1,195.71428571428572,0.19571428571428573
NO4,2020-01-27,1,194.46428571428572,0.19446428571428573
NO5,2020-01-27,1,195.5952380952381,0.1955952380952381
NO1,2020-02-03,1,163.15476190476193,0.1631547619047619
NO2,2020-02-03,1,163.15476190476193,0.1631547619047619
NO3,2020-02-03,1,163.21428571428572,0.16321428571428573
NO4,2020-02-03,1,163.15476190476193,0.1631547619047619
NO5,2020-02-03,1,163.15476190476193,0.1631547619047619
NO1,2020-02-10,1,122.3809523809524,0.1223809523809524
NO2,2020-02-10,1,122.3809523809524,0.1223809523809524
NO3,2020-02-10,1,127.85714285714286,0.12785714285714286
NO4,2020-02-10,1,127.85714285714286,0.12785714285714286
NO5,2020-02-10,1,122.3809523809524,0.1223809523809524
NO1,2020-02-17,1,98.27380952380953,0.09827380952380953
NO2,2020-02-17,1,96.13095238095238,0.09613095238095237
NO3,2020-02-17,1,102.79761904761904,0.10279761904761904
NO4,2020-02-17,1,102.79761904761904,0.10279761904761904
NO5,2020-02-17,1,98.27380952380953,0.09827380952380953
NO1,2020-02-24,1,106.36904761904762,0.10636904761904763
NO2,2020-02-24,1,101.60714285714286,0.10160714285714285
NO3,2020-02-24,1,153.21428571428572,0.15321428571428572
NO4,2020-02-24,1,153.21428571428572,0.15321428571428572
NO5,2020-02-24,1,106.36904761904762,0.10636904761904763
NO1,2020-03-02,1,106.42857142857143,0.10642857142857143
NO2,2020-03-02,1,105.17857142857144,0.10517857142857144
NO3,2020-03-02,1,143.98809523809524,0.14398809523809525
NO4,2020-03-02,1,143.98809523809524,0.14398809523809525
NO5,2020-03-02,1,106.42857142857143,0.10642857142857143
NO1,2020-03-09,1,95.41666666666667,0.09541666666666668
NO2,2020-03-09,1,95.35714285714285,0.09535714285714285
NO3,2020-03-09,1,101.01190476190476,0.10101190476190476
NO4,2020-03-09,1,101.01190476190476,0.10101190476190476
NO5,2020-03-09,1,95.41666666666667,0.09541666666666668
NO1,2020-03-16,1,86.30952380952381,0.08630952380952381
NO2,2020-03-16,1,86.30952380952381,0.08630952380952381
NO3,2020-03-16,1,90.53571428571429,0.09053571428571429
NO4,2020-03-16,1,90.53571428571429,0.09053571428571429
NO5,2020-03-16,1,86.30952380952381,0.08630952380952381
NO1,2020-03-23,1,75.65476190476191,0.0756547619047619
NO2,2020-03-23,1,75.23809523809524,0.07523809523809524
NO3,2020-03-23,1,72.44047619047619,0.0724404761904762
NO4,2020-03-23,1,72.44047619047619,0.0724404761904762
NO5,2020-03-23,1,75.65476190476191,0.0756547619047619
NO1,2020-03-30,1,55.35714285714286,0.05535714285714286
NO2,2020-03-30,1,55.35714285714286,0.05535714285714286
NO3,2020-03-30,1,56.13095238095238,0.05613095238095238
NO4,2020-03-30,1,56.13095238095238,0.05613095238095238
NO5,2020-03-30,1,55.35714285714286,0.05535714285714286
NO1,2020-04-06,1,51.48809523809524,0.05148809523809524
NO2,2020-04-06,1,51.48809523809524,0.05148809523809524
NO3,2020-04-06,1,45.833333333333336,0.04583333333333334
NO4,2020-04-06,1,45.833333333333336,0.04583333333333334
NO5,2020-04-06,1,51.48809523809524,0.05148809523809524
NO1,2020-04-13,1,50.654761904761905,0.050654761904761904
NO2,2020-04-13,1,50.654761904761905,0.050654761904761904
NO3,2020-04-13,1,43.095238095238095,0.043095238095238096
NO4,2020-04-13,1,45.53571428571429,0.04553571428571429
NO5,2020-04-13,1,50.654761904761905,0.050654761904761904
NO1,2020-04-20,1,56.90476190476191,0.05690476190476191
NO2,2020-04-20,1,56.78571428571428,0.05678571428571428
NO3,2020-04-20,1,57.4404761904762,0.057440476190476195
NO4,2020-04-20,1,57.4404761904762,0.057440476190476195
NO5,2020-04-20,1,56.90476190476191,0.05690476190476191
NO1,2020-04-27,1,62.44047619047619,0.06244047619047619
NO2,2020-04-27,1,62.44047619047619,0.06244047619047619
NO3,2020-04-27,1,76.07142857142857,0.07607142857142857
NO4,2020-04-27,1,79.16666666666667,0.07916666666666668
NO5,2020-04-27,1,62.44047619047619,0.06244047619047619
NO1,2020-05-04,1,82.79761904761905,0.08279761904761905
NO2,2020-05-04,1,82.79761904761905,0.08279761904761905
NO3,2020-05-04,1,84.28571428571428,0.08428571428571428
NO4,2020-05-04,1,84.3452380952381,0.0843452380952381
NO5,2020-05-04,1,82.79761904761905,0.08279761904761905
NO1,2020-05-11,1,125.05952380952381,0.12505952380952381
NO2,2020-05-11,1,123.92857142857143,0.12392857142857143
NO3,2020-05-11,1,122.50000000000001,0.12250000000000001
NO4,2020-05-11,1,122.50000000000001,0.12250000000000001
NO5,2020-05-11,1,125.05952380952381,0.12505952380952381
NO1,2020-05-18,1,90.83333333333333,0.09083333333333334
NO2,2020-05-18,1,90.83333333333333,0.09083333333333334
NO3,2020-05-18,1,136.1904761904762,0.1361904761904762
NO4,2020-05-18,1,136.1904761904762,0.1361904761904762
NO5,2020-05-18,1,90.83333333333333,0.09083333333333334
NO1,2020-05-25,1,26.071428571428573,0.026071428571428572
NO2,2020-05-25,1,26.071428571428573,0.026071428571428572
NO3,2020-05-25,1,48.74999999999999,0.048749999999999995
NO4,2020-05-25,1,54.464285714285715,0.054464285714285715
NO5,2020-05-25,1,26.071428571428573,0.026071428571428572
NO1,2020-06-01,1,18.80952380952381,0.01880952380952381
NO2,2020-06-01,1,18.80952380952381,0.01880952380952381
NO3,2020-06-01,1,50.297619047619044,0.05029761904761904
NO4,2020-06-01,1,50.297619047619044,0.05029761904761904
NO5,2020-06-01,1,18.80952380952381,0.01880952380952381
NO1,2020-06-08,1,18.273809523809526,0.018273809523809526
NO2,2020-06-08,1,18.273809523809526,0.018273809523809526
NO3,2020-06-08,1,39.82142857142858,0.03982142857142858
NO4,2020-06-08,1,39.82142857142858,0.03982142857142858
NO5,2020-06-08,1,18.273809523809526,0.018273809523809526
NO1,2020-06-15,1,18.095238095238095,0.018095238095238095
NO2,2020-06-15,1,18.095238095238095,0.018095238095238095
NO3,2020-06-15,1,25.833333333333332,0.025833333333333333
NO4,2020-06-15,1,25.833333333333332,0.025833333333333333
NO5,2020-06-15,1,18.095238095238095,0.018095238095238095
NO1,2020-06-22,1,15.714285714285715,0.015714285714285715
NO2,2020-06-22,1,15.714285714285715,0.015714285714285715
NO3,2020-06-22,1,23.988095238095237,0.02398809523809524
NO4,2020-06-22,1,23.988095238095237,0.02398809523809524
NO5,2020-06-22,1,15.714285714285715,0.015714285714285715
NO1,2020-06-29,1,11.666666666666668,0.011666666666666667
NO2,2020-06-29,1,11.666666666666668,0.011666666666666667
NO3,2020-06-29,1,22.67857142857143,0.02267857142857143
NO4,2020-06-29,1,22.857142857142858,0.022857142857142857
NO5,2020-06-29,1,11.666666666666668,0.011666666666666667
NO1,2020-07-06,1,15.833333333333334,0.015833333333333335
NO2,2020-07-06,1,15.833333333333334,0.015833333333333335
NO3,2020-07-06,1,23.214285714285715,0.023214285714285715
NO4,2020-07-06,1,30.119047619047617,0.030119047619047618
NO5,2020-07-06,1,15.833333333333334,0.015833333333333335
NO1,2020-07-13,1,20.0,0.02
NO2,2020-07-13,1,20.0,0.02
NO3,2020-07-13,1,38.69047619047619,0.03869047619047619
NO4,2020-07-13,1,40.357142857142854,0.040357142857142855
NO5,2020-07-13,1,20.0,0.02
NO1,2020-07-20,1,19.702380952380953,0.019702380952380954
NO2,2020-07-20,1,19.702380952380953,0.019702380952380954
NO3,2020-07-20,1,30.416666666666668,0.030416666666666668
NO4,2020-07-20,1,30.416666666666668,0.030416666666666668
NO5,2020-07-20,1,19.702380952380953,0.019702380952380954
NO1,2020-07-27,1,14.642857142857142,0.014642857142857143
NO2,2020-07-27,1,14.642857142857142,0.014642857142857143
NO3,2020-07-27,1,20.595238095238095,0.020595238095238094
NO4,2020-07-27,1,20.595238095238095,0.020595238095238094
NO5,2020-07-27,1,14.642857142857142,0.014642857142857143
NO1,2020-08-03,1,11.666666666666668,0.011666666666666667
NO2,2020-08-03,1,13.035714285714286,0.013035714285714286
NO3,2020-08-03,1,27.916666666666664,0.027916666666666663
NO4,2020-08-03,1,27.916666666666664,0.027916666666666663
NO5,2020-08-03,1,11.666666666666668,0.011666666666666667
NO1,2020-08-10,1,21.13095238095238,0.02113095238095238
NO2,2020-08-10,1,26.250000000000004,0.026250000000000002
NO3,2020-08-10,1,56.726190476190474,0.05672619047619047
NO4,2020-08-10,1,55.833333333333336,0.05583333333333334
NO5,2020-08-10,1,18.392857142857142,0.01839285714285714
NO1,2020-08-17,1,39.10714285714286,0.03910714285714286
NO2,2020-08-17,1,41.24999999999999,0.041249999999999995
NO3,2020-08-17,1,69.99999999999999,0.06999999999999999
NO4,2020-08-17,1,66.78571428571429,0.0667857142857143
NO5,2020-08-17,1,33.92857142857143,0.03392857142857143
NO1,2020-08-24,1,74.94047619047619,0.0749404761904762
NO2,2020-08-24,1,74.94047619047619,0.0749404761904762
NO3,2020-08-24,1,107.20238095238096,0.10720238095238097
NO4,2020-08-24,1,89.04761904761905,0.08904761904761906
NO5,2020-08-24,1,72.32142857142858,0.07232142857142858
NO1,2020-08-31,1,165.83333333333334,0.16583333333333333
NO2,2020-08-31,1,165.83333333333334,0.16583333333333333
NO3,2020-08-31,1,195.71428571428572,0.19571428571428573
NO4,2020-08-31,1,128.45238095238096,0.12845238095238096
NO5,2020-08-31,1,165.83333333333334,0.16583333333333333
NO1,2020-09-07,1,124.88095238095238,0.12488095238095238
NO2,2020-09-07,1,124.88095238095238,0.12488095238095238
NO3,2020-09-07,1,136.42857142857142,0.13642857142857143
NO4,2020-09-07,1,106.1309523809524,0.1061309523809524
NO5,2020-09-07,1,124.88095238095238,0.12488095238095238
NO1,2020-09-14,1,103.69047619047619,0.1036904761904762
NO2,2020-09-14,1,103.69047619047619,0.1036904761904762
NO3,2020-09-14,1,98.45238095238095,0.09845238095238094
NO4,2020-09-14,1,69.52380952380952,0.06952380952380952
NO5,2020-09-14,1,103.63095238095238,0.10363095238095238
NO1,2020-09-21,1,56.8452380952381,0.0568452380952381
NO2,2020-09-21,1,56.8452380952381,0.0568452380952381
NO3,2020-09-21,1,45.23809523809524,0.045238095238095244
NO4,2020-09-21,1,22.142857142857146,0.022142857142857145
NO5,2020-09-21,1,51.42857142857144,0.051428571428571435
NO1,2020-09-28,1,29.404761904761905,0.029404761904761906
NO2,2020-09-28,1,29.404761904761905,0.029404761904761906
NO3,2020-09-28,1,36.845238095238095,0.0368452380952381
NO4,2020-09-28,1,32.857142857142854,0.032857142857142856
NO5,2020-09-28,1,29.166666666666668,0.029166666666666667
NO1,2020-10-05,1,103.8690476190476,0.10386904761904761
NO2,2020-10-05,1,103.8690476190476,0.10386904761904761
NO3,2020-10-05,1,97.20238095238096,0.09720238095238096
NO4,2020-10-05,1,74.46428571428572,0.07446428571428572
NO5,2020-10-05,1,99.28571428571428,0.09928571428571428
NO1,2020-10-12,1,214.46428571428572,0.21446428571428572
NO2,2020-10-12,1,214.46428571428572,0.21446428571428572
NO3,2020-10-12,1,175.59523809523807,0.17559523809523808
NO4,2020-10-12,1,140.29761904761907,0.14029761904761906
NO5,2020-10-12,1,206.42857142857144,0.20642857142857143
NO1,2020-10-19,1,190.53571428571428,0.19053571428571428
NO2,2020-10-19,1,190.59523809523813,0.19059523809523812
NO3,2020-10-19,1,180.0595238095238,0.1800595238095238
NO4,2020-10-19,1,130.47619047619048,0.1304761904761905
NO5,2020-10-19,1,177.91666666666666,0.17791666666666667
NO1,2020-10-26,1,116.1309523809524,0.11613095238095239
NO2,2020-10-26,1,116.1309523809524,0.11613095238095239
NO3,2020-10-26,1,113.74999999999999,0.11374999999999999
NO4,2020-10-26,1,105.89285714285714,0.10589285714285714
NO5,2020-10-26,1,116.19047619047619,0.11619047619047619
NO1,2020-11-02,1,49.40476190476191,0.04940476190476191
NO2,2020-11-02,1,49.40476190476191,0.04940476190476191
NO3,2020-11-02,1,44.583333333333336,0.044583333333333336
NO4,2020-11-02,1,45.00000000000001,0.045000000000000005
NO5,2020-11-02,1,50.238095238095234,0.050238095238095234
NO1,2020-11-09,1,57.85714285714286,0.057857142857142864
NO2,2020-11-09,1,57.85714285714286,0.057857142857142864
NO3,2020-11-09,1,64.46428571428571,0.06446428571428571
NO4,2020-11-09,1,64.34523809523809,0.0643452380952381
NO5,2020-11-09,1,57.85714285714286,0.057857142857142864
NO1,2020-11-16,1,14.583333333333334,0.014583333333333334
NO2,2020-11-16,1,14.583333333333334,0.014583333333333334
NO3,2020-11-16,1,30.0,0.03
NO4,2020-11-16,1,30.059523809523807,0.030059523809523807
NO5,2020-11-16,1,14.583333333333334,0.014583333333333334
NO1,2020-11-23,1,64.76190476190477,0.06476190476190477
NO2,2020-11-23,1,64.76190476190477,0.06476190476190477
NO3,2020-11-23,1,78.39285714285714,0.07839285714285714
NO4,2020-11-23,1,76.48809523809523,0.07648809523809523
NO5,2020-11-23,1,64.76190476190477,0.06476190476190477
NO1,2020-11-30,1,179.16666666666666,0.17916666666666667
NO2,2020-11-30,1,179.16666666666666,0.17916666666666667
NO3,2020-11-30,1,125.53571428571428,0.12553571428571428
NO4,2020-11-30,1,116.66666666666667,0.11666666666666667
NO5,2020-11-30,1,179.16666666666666,0.17916666666666667
NO1,2020-12-07,1,268.45238095238096,0.26845238095238094
NO2,2020-12-07,1,268.45238095238096,0.26845238095238094
NO3,2020-12-07,1,149.58333333333331,0.14958333333333332
NO4,2020-12-07,1,142.38095238095238,0.14238095238095239
NO5,2020-12-07,1,244.94047619047618,0.24494047619047618
NO1,2020-12-14,1,216.42857142857142,0.21642857142857141
NO2,2020-12-14,1,216.42857142857142,0.21642857142857141
NO3,2020-12-14,1,170.23809523809524,0.17023809523809524
NO4,2020-12-14,1,154.46428571428572,0.15446428571428572
NO5,2020-12-14,1,216.30952380952385,0.21630952380952384
NO1,2020-12-21,1,171.4880952380952,0.17148809523809522
NO2,2020-12-21,1,171.60714285714286,0.17160714285714287
NO3,2020-12-21,1,132.5,0.1325
NO4,2020-12-21,1,131.36904761904762,0.1313690476190476
NO5,2020-12-21,1,171.4880952380952,0.17148809523809522
NO1,2020-12-28,1,251.48809523809524,0.25148809523809523
NO2,2020-12-28,1,251.48809523809524,0.25148809523809523
NO3,2020-12-28,1,230.11904761904765,0.23011904761904764
NO4,2020-12-28,1,196.66666666666666,0.19666666666666666
NO5,2020-12-28,1,251.48809523809524,0.25148809523809523
NO1,2021-01-04,1,548.6904761904763,0.5486904761904763
NO2,2021-01-04,1,548.6904761904763,0.5486904761904763
NO3,2021-01-04,1,527.1428571428571,0.5271428571428571
NO4,2021-01-04,1,289.5238095238095,0.2895238095238095
NO5,2021-01-04,1,548.6904761904763,0.5486904761904763
NO1,2021-01-11,1,559.9404761904761,0.5599404761904762
NO2,2021-01-11,1,559.8214285714286,0.5598214285714286
NO3,2021-01-11,1,460.8928571428571,0.4608928571428571
NO4,2021-01-11,1,433.5714285714286,0.4335714285714286
NO5,2021-01-11,1,559.8214285714286,0.5598214285714286
NO1,2021-01-18,1,419.04761904761904,0.41904761904761906
NO2,2021-01-18,1,419.04761904761904,0.41904761904761906
NO3,2021-01-18,1,378.0952380952381,0.3780952380952381
NO4,2021-01-18,1,355.8928571428571,0.3558928571428571
NO5,2021-01-18,1,419.5833333333333,0.4195833333333333
NO1,2021-01-25,1,571.1309523809523,0.5711309523809524
NO2,2021-01-25,1,565.1190476190476,0.5651190476190476
NO3,2021-01-25,1,525.5357142857143,0.5255357142857143
NO4,2021-01-25,1,487.0238095238096,0.4870238095238096
NO5,2021-01-25,1,568.0357142857143,0.5680357142857143
NO1,2021-02-01,1,636.7261904761905,0.6367261904761905
NO2,2021-02-01,1,502.8571428571429,0.5028571428571429
NO3,2021-02-01,1,542.3214285714287,0.5423214285714286
NO4,2021-02-01,1,503.0357142857144,0.5030357142857144
NO5,2021-02-01,1,632.7976190476192,0.6327976190476191
NO1,2021-02-08,1,698.1547619047619,0.6981547619047619
NO2,2021-02-08,1,626.6666666666667,0.6266666666666667
NO3,2021-02-08,1,496.42857142857144,0.49642857142857144
NO4,2021-02-08,1,483.3928571428571,0.4833928571428571
NO5,2021-02-08,1,698.1547619047619,0.6981547619047619
NO1,2021-02-15,1,483.45238095238096,0.48345238095238097
NO2,2021-02-15,1,460.05952380952385,0.46005952380952386
NO3,2021-02-15,1,411.36904761904765,0.41136904761904763
NO4,2021-02-15,1,401.48809523809524,0.40148809523809526
NO5,2021-02-15,1,483.45238095238096,0.48345238095238097
NO1,2021-02-22,1,361.90476190476187,0.3619047619047619
NO2,2021-02-22,1,361.90476190476187,0.3619047619047619
NO3,2021-02-22,1,312.73809523809524,0.31273809523809526
NO4,2021-02-22,1,312.20238095238096,0.31220238095238095
NO5,2021-02-22,1,361.90476190476187,0.3619047619047619
NO1,2021-03-01,1,422.50000000000006,0.42250000000000004
NO2,2021-03-01,1,422.50000000000006,0.42250000000000004
NO3,2021-03-01,1,258.9880952380953,0.2589880952380953
NO4,2021-03-01,1,258.9880952380953,0.2589880952380953
NO5,2021-03-01,1,422.50000000000006,0.42250000000000004
NO1,2021-03-08,1,434.70238095238096,0.43470238095238095
NO2,2021-03-08,1,434.3452380952381,0.43434523809523806
NO3,2021-03-08,1,272.85714285714283,0.27285714285714285
NO4,2021-03-08,1,272.85714285714283,0.27285714285714285
NO5,2021-03-08,1,434.70238095238096,0.43470238095238095
NO1,2021-03-15,1,439.40476190476187,0.43940476190476185
NO2,2021-03-15,1,439.40476190476187,0.43940476190476185
NO3,2021-03-15,1,290.8333333333333,0.29083333333333333
NO4,2021-03-15,1,282.26190476190476,0.28226190476190477
NO5,2021-03-15,1,439.40476190476187,0.43940476190476185
NO1,2021-03-22,1,403.2738095238095,0.40327380952380953
NO2,2021-03-22,1,403.2738095238095,0.40327380952380953
NO3,2021-03-22,1,216.8452380952381,0.2168452380952381
NO4,2021-03-22,1,216.7857142857143,0.2167857142857143
NO5,2021-03-22,1,403.2738095238095,0.40327380952380953
NO1,2021-03-29,1,362.3809523809524,0.3623809523809524
NO2,2021-03-29,1,362.3809523809524,0.3623809523809524
NO3,2021-03-29,1,177.14285714285717,0.17714285714285716
NO4,2021-03-29,1,177.44047619047618,0.17744047619047618
NO5,2021-03-29,1,368.51190476190476,0.36851190476190476
NO1,2021-04-05,1,386.66666666666663,0.3866666666666666
NO2,2021-04-05,1,358.3928571428571,0.3583928571428571
NO3,2021-04-05,1,201.48809523809524,0.20148809523809524
NO4,2021-04-05,1,201.48809523809524,0.20148809523809524
NO5,2021-04-05,1,374.16666666666663,0.37416666666666665
NO1,2021-04-12,1,511.66666666666663,0.5116666666666666
NO2,2021-04-12,1,506.1904761904762,0.5061904761904762
NO3,2021-04-12,1,258.3333333333333,0.2583333333333333
NO4,2021-04-12,1,251.25000000000003,0.25125000000000003
